patientID,NRIC,name,dateOfBirth,phoneNumber,gender,address,emergencyContactNumber,emergencyContactName,emergencyContactRelationship
P453937,600723-31-4850,Timmie Goodlatt,23/7/1960,019-3580965,F,"182 Burrows Hill,Negeri Sembilan",019-2306453,Hubey Beeke,guardian
P400670,111116-35-4781,Renee Tuny,16/11/1911,011-87909527,F,"02950 Kennedy Crossing,Penang",017-6819366,Selene Brazil,spouse
P284154,070126-04-4122,Kellen MacArd,26/1/1907,011-47921388,M,"22 Armistice Alley,Perlis",011-41198523,Daryn Tilberry,spouse
P298692,600905-47-7649,Nehemiah Whitehurst,5/9/1960,011-01071267,F,"7 Mayfield Terrace,Sabah",011-88730182,Corrianne Brill,guardian
P400567,080919-32-5389,Anna-diana Trimming,19/9/1908,019-7794567,F,"86605 Clove Trail,Pahang",011-20199674,Eziechiele Nenci,cousin
P895561,491123-16-4060,Shannen Wallace,23/11/1949,018-2392602,M,"03 Crest Line Circle,Putrajaya",011-22693778,Honey Woofinden,spouse
P804840,520110-15-0720,Bev Brumby,10/1/1952,011-89627408,F,"8 Valley Edge Pass,Labuan",017-6776179,Pincas Assiter,guardian
P099297,830223-45-4596,Hazlett Loyndon,23/2/1983,019-1766653,M,"55 Surrey Street,Terengganu",019-9330993,Far Collimore,parents
P907487,990228-09-4142,Gillian Chardin,28/2/1999,016-4316637,F,"532 1st Park,Perlis",011-79333959,Armstrong McEneny,spouse
P640212,850721-12-7132,Barn Spalton,21/7/1985,019-9620036,M,"62 Jay Center,Sabah",011-02192578,Townsend Varren,parents
P242726,870101-07-8169,Virgie Goford,1/1/1987,018-8201307,F,"98121 Lake View Trail,Penang",019-3901255,Benito Redwood,spouse
P547936,071025-16-1922,Alphard Lipyeat,25/10/1907,018-6214398,F,"354 Aberg Hill,Melaka",018-9215428,Tobe Penburton,parents
P122812,150404-04-3242,Harli Elsmore,4/4/1915,017-3840738,M,"1 Clarendon Pass,Perlis",019-7347422,Dasie Islep,guardian
P571392,610222-38-6299,Eleanora Dadge,22/2/1961,011-06958466,M,"12 Clove Park,Perak",011-44459325,Monty Lehr,daughter
P516815,040421-31-0641,Sileas Eales,21/4/1904,011-07878996,F,"5168 Myrtle Park,Negeri Sembilan",019-7016411,Miltie Deek,guardian
P860148,730418-11-1456,Mathew Nunnerley,18/4/1973,018-2493236,F,"91336 Coleman Center,Terengganu",019-7829237,Devland Peedell,cousin
P386457,940305-35-0439,Fin Zanettini,5/3/1994,019-5800454,M,"14 Arapahoe Avenue,Penang",018-1063426,Foss Clint,guardian
P242785,721218-35-2488,Rog Jentet,18/12/1972,011-34323671,F,"2 Rieder Road,Penang",011-28859896,Corny Gheorghe,guardian
P740092,150530-16-7500,Margy Aymes,30/5/1915,011-20162861,M,"21083 Buell Hill,Melaka",011-18211452,Bay Jachimak,cousin
P772405,770405-24-2403,Rina Harbour,5/4/1977,017-3408399,F,"88985 Moulton Park,Johor",011-34809158,Claudius Francais,spouse
P613159,780622-05-8700,Aldous Filan,22/6/1978,018-7057497,M,"226 Kipling Court,Negeri Sembilan",011-34161596,Niko Pendrey,guardian
P314612,080708-53-9065,Matty MacInnes,8/7/1908,011-32081113,M,"42 Mitchell Avenue,Sarawak",011-69971222,Lenora Lardeux,parents
P841202,801116-14-3856,Wendie Louden,16/11/1980,019-1379591,M,"65 Meadow Valley Street,Kuala Lumpur",018-6176718,Betta Archbell,daughter
P510125,290207-07-1235,Kari Ring,7/2/1929,011-22545625,M,"00948 Butternut Terrace,Penang",011-88473942,Patricia Napton,guardian
P071414,810213-22-5737,Claudian Oosthout de Vree,13/2/1981,011-99739727,M,"33 Oneill Crossing,Johor",019-1931215,Armando Petrulis,cousin
P927871,400209-33-5951,Lindsay Cassius,9/2/1940,011-22563350,F,"74 Red Cloud Pass,Pahang",018-4878070,Hermina Menci,son
P117726,601117-24-0587,Emmett Ouldred,17/11/1960,018-9346369,F,"56728 Susan Crossing,Johor",011-57185797,Alena Stitch,spouse
P559152,870312-16-7328,Cullen Loach,12/3/1987,018-0327573,F,"669 Troy Point,Putrajaya",011-61590870,Haroun McGuigan,daughter
P872268,331010-51-8273,Davina Brandenberg,10/10/1933,011-61532688,M,"2 Hallows Terrace,Sarawak",014-1682278,Mellisa Enever,daughter
P221831,040515-08-8767,Clemence Arbuckel,15/5/1904,011-26005863,F,"57993 Lillian Pass,Perak",011-98598000,Rana Arkil,guardian
P731476,551111-48-0196,Shurwood Olenchikov,11/11/1955,011-28637404,F,"290 Packers Point,Sabah",018-3653158,Sansone Coyte,son
P185029,121119-11-9880,Werner Pilkinton,19/11/1912,018-5052893,F,"44232 Vernon Road,Terengganu",019-0351694,Elissa Jeary,cousin
P914938,440112-33-7064,Winfield Dabnot,12/1/1944,011-25638241,M,"6939 Blaine Center,Pahang",010-3868935,Mitchel Trippick,son
P334661,350807-25-7767,Hartley Christley,7/8/1935,011-61138598,M,"789 Daystar Street,Kedah",011-47954793,Carrol Kisting,daughter
P409411,881021-34-6483,Mella Fortun,21/10/1988,019-0676994,F,"753 American Ash Way,Penang",019-0643884,Madison Wellan,spouse
P988753,710928-29-9985,Lia Shaves,28/9/1971,011-68859065,F,"4 Sunfield Lane,Kelantan",011-23870643,Carmen Pendleberry,guardian
P995753,180604-14-3794,Vlad Mathews,4/6/1918,019-7950256,M,"48 Spenser Avenue,Kuala Lumpur",018-7706912,Carmella Galloway,daughter
P419146,060418-27-1149,Brana Duchant,18/4/1906,019-9883627,F,"07 Old Shore Street,Kedah",011-93722133,Mary Wythill,son
P425655,010331-47-5465,Xymenes January 1st,31/3/1901,018-7507690,M,"73701 Tony Park,Sabah",011-42444210,Jess Slessor,guardian
P181335,070216-34-3513,Vicki Domeney,16/2/1907,014-2826586,M,"908 Sutherland Way,Penang",011-93215404,Tiphanie Swabey,guardian
P646277,040219-16-2212,Patricia Early,19/2/1904,011-96747601,F,"6 Lighthouse Bay Trail,Melaka",011-96940964,Caron McBeith,son
P681850,020924-31-3675,Danika Klimentov,24/9/1902,019-3061109,M,"5 Fremont Parkway,Negeri Sembilan",014-0860691,Ingmar Swynfen,daughter
P078978,791117-15-4615,Rosana Stiegar,17/11/1979,011-69311734,F,"90010 Mesta Lane,Labuan",011-51643388,Sibylle Bortolini,son
P626471,871117-34-4409,Crista Jeannenet,17/11/1987,011-65540336,F,"9 Heath Junction,Penang",019-1022585,Griff Beswick,parents
P477717,051231-57-9289,Giraud Jayes,31/12/1905,019-2420967,F,"40199 Mccormick Street,Kuala Lumpur",011-52347344,Bay Valentine,parents
P206289,161120-50-5249,Vinita Wyley,20/11/1916,019-0285264,M,"52 Di Loreto Place,Sarawak",011-25197760,Sheena Bamblett,son
P209642,160507-43-9996,Ally Cowndley,7/5/1916,011-05213029,M,"650 Vahlen Junction,Selangor",017-8698256,Nathanial Szantho,cousin
P285376,020312-03-1396,Thedrick Cosgry,12/3/1902,011-83847177,F,"0 Arizona Alley,Kelantan",019-9071288,Rafael Peotz,cousin
P690653,890119-54-1258,Thorpe Bridal,19/1/1989,017-5704771,F,"69509 Vahlen Crossing,Kuala Lumpur",011-13779305,Sallyann Negus,spouse
P643321,390819-32-5584,Curtis Lebourn,19/8/1939,011-37173935,F,"0683 Esch Point,Pahang",019-6359628,Antonin Rossin,cousin
P803767,060222-04-3136,Sharron Fasset,22/2/1906,013-9525601,F,"49545 Gateway Street,Perlis",011-62641632,Karol Sanzio,son
P913899,410301-26-0855,Osborne Grotty,1/3/1941,017-1309301,M,"8 Elka Street,Kedah",017-4671277,Karmen Yegorchenkov,spouse
P826938,251224-58-7782,Deedee De Caroli,24/12/1925,011-06209211,F,"16 Hagan Avenue,Labuan",016-3289920,Elwira Emons,spouse
P953588,490519-22-0584,Arda Longbothom,19/5/1949,011-85289646,F,"4 Crest Line Way,Johor",019-1855690,Greg Gun,spouse
P487132,770629-08-4068,Gunter Cochran,29/6/1977,011-09481933,F,"72611 2nd Way,Perak",017-2412612,Gayelord Abilowitz,son
P476314,431019-16-2741,Mateo Nyles,19/10/1943,019-0438083,F,"1 Sunfield Parkway,Melaka",019-2225290,Lin Bigby,spouse
P475996,530603-46-8637,Faydra Hussy,3/6/1953,019-4045722,F,"40115 6th Hill,Terengganu",011-22284919,Nappie Millership,cousin
P462057,961104-44-1744,Deane Lytton,4/11/1996,019-1355784,M,"0735 Fulton Center,Selangor",011-70370141,Kariotta Coxall,parents
P792663,500608-46-7218,Gwenora Missenden,8/6/1950,011-20939120,F,"35821 Hintze Place,Terengganu",019-8039813,Ralf Barniss,cousin
P795171,160603-11-3311,Skippie Greenroa,3/6/1916,019-4701580,M,"2679 Brentwood Way,Terengganu",011-56970391,Monty Cassin,cousin
P172036,791119-38-9297,Onfre Puddefoot,19/11/1979,011-16900408,M,"30 Homewood Court,Perak",018-8494146,Jaime Davidsen,guardian
P752084,330328-49-5644,Levy Dawks,28/3/1933,011-72070864,M,"35101 Sunbrook Circle,Sabah",019-2147650,Valentin Farrin,daughter
P765975,681211-05-2080,Albrecht Dainton,11/12/1968,011-52330459,M,"54656 Fordem Trail,Negeri Sembilan",018-8863794,Kirstin Bradlaugh,son
P136024,021205-50-4034,Whit Merill,5/12/1902,011-30115985,F,"7507 West Court,Sarawak",018-1928656,Marty Minett,guardian
P567856,110823-41-4576,Quillan Mawer,23/8/1911,018-3841663,F,"94508 Elmside Hill,Selangor",016-8611269,Dasi Frentz,son
P293457,161214-04-0900,Merrielle Florez,14/12/1916,011-94029467,M,"5442 Lillian Center,Perlis",019-9789264,Jillene Meijer,parents
P907118,111202-59-9709,Roxy Brozek,2/12/1911,011-17635339,M,"06 Manitowish Crossing,Negeri Sembilan",011-41002628,Pen Bax,spouse
P373967,660319-41-9549,Turner Coggin,19/3/1966,016-0665289,M,"46 Bashford Parkway,Selangor",019-7281219,Horton Junkison,daughter
P289069,210617-52-6101,Grannie Egalton,17/6/1921,011-59423171,F,"03527 Mallory Place,Sarawak",011-81091482,Sara-ann Bigglestone,son
P964602,610715-31-1473,George Nelthropp,15/7/1961,016-2888162,F,"58281 Prairieview Street,Negeri Sembilan",011-38357808,Giorgia Gallardo,spouse
P202138,401106-37-6070,Nils Folca,6/11/1940,014-3955436,F,"17 Mitchell Terrace,Perak",011-58686534,Hector Duncklee,guardian
P337371,091009-32-1113,Iorgos Coudray,9/10/1909,011-94669967,F,"77395 Amoth Pass,Pahang",013-5188168,Nanine Housby,spouse
P855885,110107-02-8522,Gilbertine Crawford,7/1/1911,018-7066975,M,"98 Eagan Circle,Kedah",011-17297234,Mylo Blondel,parents
P184541,110809-44-2932,Marjorie Pibsworth,9/8/1911,017-4987776,F,"991 Kennedy Way,Selangor",016-5733932,Louella Bareham,son
P852381,310129-58-2384,Mellisa Laverenz,29/1/1931,018-7813341,F,"357 5th Crossing,Labuan",011-21294373,Karine Dudmarsh,cousin
P459143,600511-47-4488,Alister Silversmid,11/5/1960,019-0109171,M,"9999 Summerview Alley,Sabah",011-54630798,Batholomew Fiddy,cousin
P348941,860325-34-1773,Moishe Whalebelly,25/3/1986,011-87705425,M,"88783 Golf Course Point,Penang",019-4952402,Alexandrina Kuhn,guardian
P094097,010908-42-3576,Lauree Kupisz,8/9/1901,011-83771343,F,"99 Pankratz Parkway,Selangor",011-37332403,Petra Thorogood,cousin
P397408,250807-13-6855,Boone Nibley,7/8/1925,019-7776856,M,"000 Mccormick Junction,Sarawak",011-88067319,Ange Prosser,guardian
P559893,720827-16-5713,Alida Mingey,27/8/1972,019-7953372,F,"68 Eagan Crossing,Putrajaya",019-0730045,Westbrooke Adolphine,spouse
P892783,620303-54-3562,Ferris Oxbe,3/3/1962,016-1249521,M,"596 New Castle Trail,Kuala Lumpur",019-1287412,Bari Ivanichev,parents
P321357,290606-16-4951,Atlanta Reddie,6/6/1929,011-39281248,F,"70501 Aberg Pass,Putrajaya",019-3442060,Hilary Sicha,cousin
P694668,051011-46-1439,Bel Cuming,11/10/1905,011-31896215,M,"68 Blue Bill Park Way,Terengganu",011-08819710,Chiquita Gingold,parents
P182325,230305-24-4005,Juliane Burmaster,5/3/1923,011-11346495,F,"688 Johnson Hill,Johor",011-33407832,Carlita Buzine,parents
P019097,830609-29-3091,Wolf Jakubovits,9/6/1983,017-9534346,M,"1727 Maple Wood Parkway,Kelantan",012-3183418,Dunn Le Grove,son
P131648,570909-06-8920,Alleyn Draxford,9/9/1957,019-7590000,M,"31 Dunning Place,Pahang",011-00881132,Leia Martin,parents
P722332,301025-39-1496,Cammy Bettinson,25/10/1930,011-36143402,F,"954 Ilene Road,Perak",019-1673119,Kristan Capelen,guardian
P255639,921223-42-7037,Royal Halesworth,23/12/1992,019-0953673,M,"81404 5th Trail,Selangor",011-66894196,Karissa Kharchinski,guardian
P488164,780313-56-3398,Rosette Shattock,13/3/1978,017-6046682,F,"4133 Drewry Hill,Kuala Lumpur",019-8607514,Errol Elves,son
P011786,960309-11-4652,Jenny Blundin,9/3/1996,019-5625564,F,"1 Spaight Way,Terengganu",011-24108986,Maryann Dampney,spouse
P456762,500423-49-1725,Karleen Cutting,23/4/1950,018-2585294,M,"9524 Larry Center,Sabah",011-43001876,Jackquelin Gayler,guardian
P547701,910801-59-8320,Menard Baish,1/8/1991,011-51558203,M,"62 6th Park,Negeri Sembilan",017-7776296,Orv Hourston,cousin
P075409,540629-54-5434,Gerald MacCurlye,29/6/1954,011-76671734,M,"02124 Fuller Drive,Kuala Lumpur",011-27948235,Granger Staden,cousin
P216265,700719-09-7912,Ferdinanda Langthorn,19/7/1970,018-4919722,F,"3 Rutledge Trail,Perlis",011-01268476,Baldwin Constable,cousin
P884857,021008-56-8803,Evanne Poulett,8/10/1902,011-40365897,M,"4 John Wall Junction,Kuala Lumpur",018-9002960,Juliane Jurczak,daughter
P267913,101221-51-6029,Brant Barmadier,21/12/1910,019-3684552,F,"4 Hintze Lane,Sarawak",011-06778737,Denys Oda,guardian
P221631,480624-04-2573,Edwin Mangion,24/6/1948,014-3498299,M,"1172 Fair Oaks Circle,Perlis",019-1312825,Britt Bowditch,cousin
P762676,050304-04-6012,Desdemona Creasy,4/3/1905,011-68408350,F,"23 Evergreen Street,Perlis",011-66944269,Katleen Kitteman,parents
P080957,751120-42-2540,Teador Ridesdale,20/11/1975,011-55290857,M,"2 Katie Plaza,Selangor",011-51331918,Rafferty Ettery,cousin
P272633,271202-13-2860,Aleen Pedreschi,2/12/1927,018-5514109,F,"21615 Autumn Leaf Plaza,Sarawak",018-1425724,Arin Moralis,cousin
P742879,230130-07-9243,Spenser Giuroni,30/1/1923,011-27773629,M,"880 Declaration Center,Penang",019-9576490,Ingamar Cogdell,son
P589046,060923-06-0267,Harmonia Hocking,23/9/1906,011-77874234,M,"66 Bunker Hill Park,Pahang",019-8095532,Travers Tatershall,daughter
P814534,100107-28-0691,Pia Whifen,7/1/1910,011-84273919,F,"0 Crownhardt Way,Kelantan",011-60484130,Amanda Campes,guardian
P404778,640813-48-2781,Ashien McShirrie,13/8/1964,019-3408275,F,"55 Corben Court,Sabah",011-12665360,Lucky McOwen,spouse
P616994,550404-11-8744,Boyce Ackeroyd,4/4/1955,019-5928383,M,"19 Oakridge Place,Terengganu",011-29588758,Anjanette Blastock,cousin
P765189,570813-12-3634,Monah Newcome,13/8/1957,016-7878656,F,"3878 Manitowish Junction,Sabah",011-96681930,Ulick Daviot,cousin
P312936,170802-22-0845,Selle Saunton,2/8/1917,018-5139685,M,"783 Vahlen Park,Johor",011-86412303,Ebony Tunstall,son
P460122,080320-16-3227,Bartholemy Elsy,20/3/1908,011-61099484,M,"35 Talisman Way,Melaka",019-5079245,Winny Purver,spouse
P684981,880527-46-0296,Jodi Storm,27/5/1988,016-1072559,F,"41534 Dennis Point,Terengganu",018-8827255,Linzy Hold,son
P121809,720520-16-0737,Margalit Gilkes,20/5/1972,011-44544310,M,"565 Hintze Court,Putrajaya",011-01437437,Kristel Skamell,son
P676709,960319-33-8293,Sarene Copcutt,19/3/1996,017-8985521,M,"264 Holy Cross Alley,Pahang",017-7930997,Montague Buffham,son
P423789,240614-52-7853,Jarrad Sallings,14/6/1924,019-0838330,M,"0 Village Court,Sarawak",011-29739041,Lorne Staneland,spouse
P076171,520529-16-0342,Ede Pratley,29/5/1952,017-5180120,M,"05 Towne Avenue,Melaka",016-1940484,Marita Spier,guardian
P835743,971014-05-3787,Ossie Oxenbury,14/10/1997,011-83957382,M,"75607 Service Way,Negeri Sembilan",019-0370121,Fairfax Padgett,spouse
P806466,580822-34-8217,Koren Dreelan,22/8/1958,019-2660143,F,"45 Pennsylvania Crossing,Penang",011-96188009,Dayle Gouldeby,daughter
P802316,021113-57-8641,Margareta McLeoid,13/11/1902,011-85563638,M,"3607 Donald Alley,Kuala Lumpur",011-37265088,Alessandra Dodson,son
P855506,840815-58-7458,Boonie Lowndesbrough,15/8/1984,011-11385200,F,"81 Texas Way,Labuan",011-12946145,Roi Cawthera,parents
P485856,500313-58-4295,Valencia Kearns,13/3/1950,011-29973550,F,"31103 Eastlawn Junction,Labuan",011-01932298,Garnette Mathissen,son
P898318,600503-13-0362,Darcee Pennington,3/5/1960,018-9071337,F,"4 Barnett Junction,Sarawak",019-9206285,Tim Astupenas,spouse
P066910,101114-33-3968,Brant Borth,14/11/1910,011-22931306,F,"9248 Lyons Drive,Pahang",017-6420290,Berkeley Kilroy,cousin
P236196,040207-55-7930,Harriette Mundwell,7/2/1904,011-38771225,F,"671 Dunning Circle,Kuala Lumpur",011-85159710,Drugi Zamorrano,son
P341518,330214-11-5204,Benito Ludgrove,14/2/1933,016-5091527,F,"78247 Merchant Circle,Terengganu",011-30547854,Forster Gallyon,daughter
P325303,130415-29-6587,Buck Cawthry,15/4/1913,011-52356897,F,"7376 Leroy Drive,Kelantan",019-4376911,Nancey Gatherer,son
P350445,010904-34-6646,Conrade Damiata,4/9/1901,014-1816154,F,"84 Rutledge Drive,Penang",011-60204384,Orbadiah Janson,spouse
P827386,341226-59-5184,Lucius Kingcote,26/12/1934,019-5834400,M,"96 Nancy Avenue,Negeri Sembilan",019-8076735,Lori Jarrold,spouse
P599764,550805-16-9461,Daryn Toombs,5/8/1955,019-1254982,M,"5657 Bluestem Center,Putrajaya",011-86917950,Jordana Cawthorne,cousin
P934662,730529-06-3118,Lynn Mauvin,29/5/1973,019-7155688,M,"6237 Lakeland Place,Pahang",018-8683728,Riki Mertin,son
P471935,330630-45-6502,Fielding Arnaudin,30/6/1933,019-1991115,F,"7179 Summit Place,Terengganu",011-68858096,Layney Litchmore,spouse
P588496,131014-29-2071,Guglielma Robottom,14/10/1913,011-84488348,F,"54815 Hoffman Point,Kelantan",019-9941133,Kenton Abbate,cousin
P616316,690211-16-9456,Jordan Gwyn,11/2/1969,018-6398383,M,"676 Killdeer Road,Putrajaya",018-5413718,Barny Savage,cousin
P747754,580315-54-2429,Charil Blanc,15/3/1958,019-5107722,M,"9344 Hayes Avenue,Kuala Lumpur",019-9300503,Erna Ciementini,guardian
P067262,360522-31-5305,Brody Szwandt,22/5/1936,019-9816473,F,"86321 Iowa Court,Negeri Sembilan",016-0250299,Codie Onslow,parents
P263466,530205-23-6768,Angelita Brame,5/2/1953,011-26110590,M,"5779 Truax Alley,Johor",016-9825382,Daven Camplen,daughter
P497538,820817-16-9129,Rolph Lorait,17/8/1982,011-04532797,M,"300 Merrick Circle,Putrajaya",011-17151499,Nico Yaneev,guardian
P674576,881123-28-9047,Brandy Brouard,23/11/1988,011-61908259,M,"8 Birchwood Circle,Kelantan",019-5006133,Ian Spurr,parents
P036349,240302-57-8694,Dreddy Sautter,2/3/1924,018-3777019,M,"69755 Karstens Court,Kuala Lumpur",019-0801637,Karon Rodriguez,son
P921596,460208-05-8392,Erasmus Childrens,8/2/1946,011-14960996,M,"204 Emmet Pass,Negeri Sembilan",011-29555232,Stanly Hindmore,guardian
P782377,570925-29-9154,Glenn Legier,25/9/1957,011-42026267,F,"59 Pine View Parkway,Kelantan",019-7781921,Drusy Amiable,guardian
P619138,860520-04-9941,Freida Jozwik,20/5/1986,019-2379346,F,"57580 Surrey Lane,Perlis",017-6267980,Dyan Myles,guardian
P951193,700325-16-1142,Olvan Rucklidge,25/3/1970,019-8295848,F,"12144 Warrior Street,Putrajaya",019-5086365,Dotty Swannie,spouse
P835969,420524-08-0261,Helen-elizabeth Faux,24/5/1942,011-75447874,M,"9 Trailsway Junction,Perak",011-64778827,Daisi Stiant,guardian
P746043,210611-14-8539,Berky MacGillivray,11/6/1921,011-01598988,M,"9 Corscot Parkway,Kuala Lumpur",019-8291411,Raychel Lidington,cousin
P309154,041022-10-4990,Arvin Shernock,22/10/1904,011-55318116,M,"46122 Meadow Ridge Trail,Selangor",019-3349410,Julius Loughnan,son
P765903,900115-07-5537,Jackie Janusik,15/1/1990,011-26420515,M,"543 Nevada Crossing,Penang",011-35787714,Lorelle Dilliston,daughter
P248085,040124-16-1945,Benedikt Beckmann,24/1/1904,019-6961384,M,"2838 Ridge Oak Pass,Melaka",011-17897807,Jacky Ickovici,daughter
P783042,570122-08-5047,Gil Forsyth,22/1/1957,011-08725557,M,"17 Golf Course Center,Perak",011-18079222,Quintana Westhofer,son
P978827,870506-52-6003,Susi Titcombe,6/5/1987,011-07325362,F,"8421 Aberg Court,Sarawak",010-7202955,Fred Housbey,parents
P558860,401114-50-1121,Lizbeth Strelitz,14/11/1940,016-6357687,M,"7540 Boyd Hill,Sarawak",019-2991366,Ronnica Pardey,son
P258746,551218-50-9440,Julietta Hesse,18/12/1955,011-89790417,M,"30912 Dovetail Point,Sarawak",018-7755874,Vallie Andrin,parents
P963923,621122-16-6168,Grantley Roseby,22/11/1962,011-75836092,F,"19 Bowman Alley,Melaka",011-42002489,Flossi Pateman,son
P045883,030111-02-9876,Whitaker Sowerby,11/1/1903,011-38222415,F,"4 Bonner Pass,Kedah",019-2400634,Hunt Cazereau,daughter
P209366,090122-48-8459,Rhett Alywin,22/1/1909,016-6470920,M,"1 Milwaukee Circle,Sabah",019-1826924,Bank Dunphy,guardian
P904635,340307-31-0328,Kerrill Raggles,7/3/1934,011-82761101,M,"1 Mallory Court,Negeri Sembilan",019-4488592,Valene Roston,parents
P252633,170805-06-0088,Warde McMurray,5/8/1917,011-83082073,F,"8856 Birchwood Crossing,Pahang",011-87024684,Harley Vial,daughter
P524997,650308-16-7880,Brandyn Stedman,8/3/1965,011-83726904,F,"51 Pennsylvania Street,Melaka",011-55169847,Nicoline Bole,daughter
P900440,250911-04-5543,Rheba Everall,11/9/1925,011-73786559,F,"26054 Dixon Point,Perlis",011-76298602,Raye Blowfield,spouse
P361025,630304-23-3598,Clive Augar,4/3/1963,019-8474899,M,"61 Vermont Crossing,Johor",011-55254575,Nigel Benezeit,daughter
P461396,660819-38-0276,Armando Ricciardi,19/8/1966,011-27375124,F,"62715 Maple Wood Point,Perak",011-73260014,Baillie Flower,daughter
P431660,670719-38-8973,Sergei Follows,19/7/1967,011-92962048,M,"76 Autumn Leaf Avenue,Perak",019-2574959,Kelbee McGlaughn,guardian
P381590,970309-58-8383,Brooks Bridgland,9/3/1997,018-2299457,F,"11924 Kropf Center,Labuan",011-69825685,Sebastien Ropcke,parents
P262703,310412-10-3852,Joellyn Devil,12/4/1931,011-78742235,F,"0 Packers Center,Selangor",019-1722201,Waring Moyle,cousin
P905721,400925-04-6301,Kristy Tregenna,25/9/1940,011-04853381,F,"47183 Dayton Circle,Perlis",019-9568801,Orly Jahn,spouse
P206168,790210-59-1089,Jesse Hainsworth,10/2/1979,018-2322197,M,"614 Valley Edge Lane,Negeri Sembilan",011-96053076,Kimberlee Styant,parents
